case:concept:name,concept:name,tool,time:timestamp,org:resource,lifecycle:transition,artifact_type,agent_model,case:primary_intent,case:concern,case:session,case:worktree,case:week,case:corrects_agent,case:cross_cutting,case:rework,case:scope_change,case:user_incorrect
3,EXPLORE,Read,2026-07-17T20:43:46.216Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:43:54.526Z,agent,complete,source,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:44:04.590Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:44:11.137Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:44:31.705Z,agent,complete,web,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:44:39.086Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:44:42.592Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:45:26.080Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:45:32.250Z,agent,complete,web,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:45:42.387Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:46:03.233Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:46:19.923Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:46:54.251Z,agent,complete,source,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:47:01.072Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:47:05.661Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:47:21.360Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:47:28.921Z,agent,complete,test,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:47:37.739Z,agent,complete,test,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:47:42.844Z,agent,complete,test,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:48:29.807Z,agent,complete,source,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:48:42.320Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:49:37.576Z,agent,complete,source,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:49:48.042Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,ToolSearch,2026-07-17T20:50:32.421Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,PLAN,TaskCreate,2026-07-17T20:50:41.658Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,PLAN,TaskCreate,2026-07-17T20:50:44.658Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,PLAN,TaskCreate,2026-07-17T20:50:46.875Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:50:57.520Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,VCS,Bash,2026-07-17T20:51:32.293Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,VCS,PowerShell,2026-07-17T20:51:41.745Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:51:54.769Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:52:07.979Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:52:14.884Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:52:25.873Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:52:41.885Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:52:47.986Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:52:55.588Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:53:09.189Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:54:47.767Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:54:58.403Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:55:15.226Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:55:32.207Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T20:56:07.167Z,agent,complete,test,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T20:56:19.519Z,agent,complete,test,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:56:24.549Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T20:56:53.382Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Write,2026-07-17T20:57:12.323Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:57:19.304Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:57:45.093Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T20:58:19.047Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__navigate,2026-07-17T20:58:28.228Z,agent,complete,web,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T20:58:38.680Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T20:59:03.180Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T20:59:57.129Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:00:17.375Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T21:01:01.673Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:01:12.542Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__navigate,2026-07-17T21:01:33.433Z,agent,complete,web,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__navigate,2026-07-17T21:01:59.195Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:02:28.105Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:02:42.792Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:02:52.384Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:03:14.619Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__read_console_messages,2026-07-17T21:03:31.912Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:03:53.118Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:04:08.255Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:04:33.685Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:04:47.822Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Edit,2026-07-17T21:05:36.076Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:05:43.263Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:06:09.109Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:06:20.341Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:06:34.416Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,Bash,2026-07-17T21:07:19.702Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Write,2026-07-17T21:07:40.040Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:07:46.567Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__navigate,2026-07-17T21:08:07.339Z,agent,complete,web,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:08:39.081Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:08:51.032Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Grep,2026-07-17T21:09:17.268Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,Read,2026-07-17T21:09:25.500Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Write,2026-07-17T21:09:42.505Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:09:50.346Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:10:15.271Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:10:31.584Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,BROWSE,mcp__Claude_Browser__javascript_tool,2026-07-17T21:10:54.521Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Write,2026-07-17T21:11:32.607Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:11:39.790Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EDIT,Write,2026-07-17T21:12:38.850Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:12:45.812Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,SHELL,PowerShell,2026-07-17T21:13:26.450Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,EXPLORE,ToolSearch,2026-07-17T21:14:29.760Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,PLAN,TaskUpdate,2026-07-17T21:14:34.954Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,PLAN,TaskUpdate,2026-07-17T21:14:35.416Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,PLAN,TaskUpdate,2026-07-17T21:14:35.595Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,VCS,PowerShell,2026-07-17T21:14:40.346Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
3,VCS,PowerShell,2026-07-17T21:14:53.675Z,agent,complete,,opus-4-8,fix,visualization & layout,20092371,wt:quizzical-jennings-e73613,2026-W29,0,0,0,0,0
